season,competition_stage,competition,match_status,match_week,home_team,home_team_id,home_managers,away_team_id,away_team,away_managers,stadium_id,referee_id,is_youth,is_international,country_name,season_name,count(DISTINCT match_id)
2014/2015,Regular Season,La Liga,available,36,Barcelona,217,"[{""id"":793,""name"":""Luis Enrique Martínez García"",""nickname"":""Luis Enrique"",""dob"":""1970-05-08"",""country"":{""id"":214,""name"":""Spain""}}]",210,Real Sociedad,"[{""id"":86,""name"":""David Moyes"",""nickname"":null,""dob"":""1963-04-25"",""country"":{""id"":201,""name"":""Scotland""}}]",342,218,false,false,Spain,2014/2015,1
2015/2016,Regular Season,Ligue 1,available,15,Marseille,147,"[{""id"":505,""name"":""José Miguel González Martín del Campo"",""nickname"":""Míchel"",""dob"":""1963-03-23"",""country"":{""id"":214,""name"":""Spain""}}]",129,AS Monaco,"[{""id"":427,""name"":""José Leonardo Nunes Alves Sousa Jardim"",""nickname"":""Leonardo Jardim"",""dob"":""1974-08-01"",""country"":{""id"":183,""name"":""Portugal""}}]",656,76,false,false,France,2015/2016,1
2015/2016,Regular Season,La Liga,available,16,RC Deportivo La Coruña,219,"[{""id"":3157,""name"":""Víctor Sánchez del Amo"",""nickname"":""Víctor Sánchez"",""dob"":""1976-02-23"",""country"":{""id"":214,""name"":""Spain""}}]",322,Eibar,"[{""id"":221,""name"":""José Luis Mendilibar Etxebarria"",""nickname"":""José Luis Mendilibar"",""dob"":""1961-03-14"",""country"":{""id"":214,""name"":""Spain""}}]",4658,2604,false,false,Spain,2015/2016,1
2015/2016,Regular Season,Serie A,available,14,AC Milan,243,"[{""id"":379,""name"":""Siniša Mihajlović"",""nickname"":null,""dob"":""1969-02-20"",""country"":{""id"":203,""name"":""Serbia""}}]",234,Sampdoria,"[{""id"":232,""name"":""Vincenzo Montella"",""nickname"":null,""dob"":""1974-06-18"",""country"":{""id"":112,""name"":""Italy""}}]",388,262,false,false,Italy,2015/2016,1
2015/2016,Regular Season,Premier League,available,23,West Ham United,40,"[{""id"":150,""name"":""Slaven Bilić"",""nickname"":null,""dob"":""1968-09-11"",""country"":{""id"":56,""name"":""Croatia""}}]",36,Manchester City,"[{""id"":733,""name"":""Manuel Luis Pellegrini Ripamonti"",""nickname"":""Manuel Pellegrini"",""dob"":""1953-09-16"",""country"":{""id"":45,""name"":""Chile""}}]",115324,2,false,false,England,2015/2016,1
2015/2016,Regular Season,La Liga,available,16,Valencia,207,"[{""id"":2449,""name"":""Gary Neville"",""nickname"":null,""dob"":""1975-02-18"",""country"":{""id"":68,""name"":""England""}}]",216,Getafe,"[{""id"":509,""name"":""Francisco Escriba Segura"",""nickname"":""Fran Escribá"",""dob"":""1965-05-03"",""country"":{""id"":214,""name"":""Spain""}}]",344,222,false,false,Spain,2015/2016,1
2015/2016,Regular Season,Ligue 1,available,16,Lorient,165,"[{""id"":2983,""name"":""Sylvain Ripoll"",""nickname"":null,""dob"":""1971-08-15"",""country"":{""id"":78,""name"":""France""}}]",136,OGC Nice,"[{""id"":381,""name"":""Claude Puel"",""nickname"":null,""dob"":""1961-09-02"",""country"":{""id"":78,""name"":""France""}}]",204,83,false,false,France,2015/2016,1
2015/2016,Regular Season,La Liga,available,3,Espanyol,214,"[{""id"":576,""name"":""Sergio González Soriano"",""nickname"":""Sergio"",""dob"":""1976-11-10"",""country"":{""id"":214,""name"":""Spain""}}]",220,Real Madrid,"[{""id"":148,""name"":""Rafael Benítez Maudes"",""nickname"":""Rafael Benítez"",""dob"":""1960-04-16"",""country"":{""id"":214,""name"":""Spain""}}]",351,2480,false,false,Spain,2015/2016,1
2014/2015,Regular Season,La Liga,available,14,Barcelona,217,"[{""id"":793,""name"":""Luis Enrique Martínez García"",""nickname"":""Luis Enrique"",""dob"":""1970-05-08"",""country"":{""id"":214,""name"":""Spain""}}]",214,Espanyol,"[{""id"":576,""name"":""Sergio González Soriano"",""nickname"":""Sergio"",""dob"":""1976-11-10"",""country"":{""id"":214,""name"":""Spain""}}]",342,218,false,false,Spain,2014/2015,1
2015/2016,Regular Season,La Liga,available,8,Real Sociedad,210,"[{""id"":86,""name"":""David Moyes"",""nickname"":null,""dob"":""1963-04-25"",""country"":{""id"":201,""name"":""Scotland""}}]",212,Atlético Madrid,"[{""id"":230,""name"":""Diego Pablo Simeone"",""nickname"":""Diego Simeone"",""dob"":""1970-04-28"",""country"":{""id"":11,""name"":""Argentina""}}]",5043,218,false,false,Spain,2015/2016,1
2024,Round of 16,UEFA Euro,available,4,Romania,905,"[{""id"":6237,""name"":""Edward Iordănescu"",""nickname"":null,""dob"":""1978-06-16"",""country"":{""id"":187,""name"":""Romania""}}]",941,Netherlands,"[{""id"":676,""name"":""Ronald Koeman"",""nickname"":null,""dob"":""1963-03-21"",""country"":{""id"":160,""name"":""Netherlands""}}]",4867,241,false,true,Europe,2024,1
2019,Regular Season,Women's World Cup,available,2,Jamaica Women's,1212,"[{""id"":4243,""name"":""Hue Menzies"",""nickname"":null,""dob"":""1964-03-10"",""country"":{""id"":113,""name"":""Jamaica""}}]",855,Italy Women's,"[{""id"":4085,""name"":""Milena Bertolini"",""nickname"":null,""dob"":""1966-06-24"",""country"":{""id"":112,""name"":""Italy""}}]",232,,false,true,International,2019,1
2015/2016,Regular Season,1. Bundesliga,available,23,VfB Stuttgart,174,"[{""id"":1003277,""name"":""Jürgen Kramny"",""nickname"":null,""dob"":""1971-10-18"",""country"":{""id"":85,""name"":""Germany""}}]",178,Hannover 96,"[{""id"":6065,""name"":""Thomas Schaaf"",""nickname"":null,""dob"":""1961-04-30"",""country"":{""id"":85,""name"":""Germany""}}]",369,228,false,false,Germany,2015/2016,1
2015/2016,Regular Season,Serie A,available,33,Hellas Verona,226,"[{""id"":664,""name"":""Luigi Delneri"",""nickname"":null,""dob"":""1950-08-23"",""country"":{""id"":112,""name"":""Italy""}}]",291,Frosinone,"[{""id"":3282,""name"":""Roberto Stellone"",""nickname"":null,""dob"":""1977-07-22"",""country"":{""id"":112,""name"":""Italy""}}]",4488,262,false,false,Italy,2015/2016,1
2007/2008,Regular Season,La Liga,available,37,Barcelona,217,"[{""id"":4953,""name"":""Frank Rijkaard"",""nickname"":null,""dob"":""1962-09-30"",""country"":{""id"":160,""name"":""Netherlands""}}]",1043,Mallorca,"[{""id"":4994,""name"":""Gregorio Manzano Ballesteros"",""nickname"":""Gregorio Manzano"",""dob"":""1956-03-11"",""country"":{""id"":214,""name"":""Spain""}}]",342,1010,false,false,Spain,2007/2008,1
2023/2024,Regular Season,1. Bundesliga,available,12,Werder Bremen,176,"[{""id"":4057,""name"":""Ole Werner"",""nickname"":null,""dob"":""1988-05-04"",""country"":{""id"":85,""name"":""Germany""}}]",904,Bayer Leverkusen,"[{""id"":1000310,""name"":""Xabier Alonso Olano"",""nickname"":""Xabi Alonso"",""dob"":""1981-11-25"",""country"":{""id"":214,""name"":""Spain""}}]",4729,247,false,false,Germany,2023/2024,1
2015/2016,Regular Season,La Liga,available,37,Real Madrid,220,"[{""id"":56,""name"":""Zinédine Zidane"",""nickname"":null,""dob"":""1972-06-23"",""country"":{""id"":78,""name"":""France""}}]",207,Valencia,"[{""id"":618,""name"":""Francisco Martín Ayestarán Barandiarán"",""nickname"":""Pako Ayestarán"",""dob"":""1963-02-05"",""country"":{""id"":214,""name"":""Spain""}}]",353,222,false,false,Spain,2015/2016,1
2017/2018,Regular Season,La Liga,available,4,Getafe,216,"[{""id"":228,""name"":""José Bordalás Jiménez"",""nickname"":""Pepe Bordalás"",""dob"":""1964-03-05"",""country"":{""id"":214,""name"":""Spain""}}]",217,Barcelona,"[{""id"":227,""name"":""Ernesto Valverde Tejedor"",""nickname"":""Ernesto Valverde"",""dob"":""1964-02-09"",""country"":{""id"":214,""name"":""Spain""}}]",354,222,false,false,Spain,2017/2018,1
2011/2012,Regular Season,La Liga,available,1,Málaga,223,"[{""id"":733,""name"":""Manuel Luis Pellegrini Ripamonti"",""nickname"":""Manuel Pellegrini"",""dob"":""1953-09-16"",""country"":{""id"":45,""name"":""Chile""}}]",217,Barcelona,"[{""id"":36,""name"":""Josep Guardiola i Sala"",""nickname"":""Pep Guardiola"",""dob"":""1971-01-18"",""country"":{""id"":214,""name"":""Spain""}}]",346,221,false,false,Spain,2011/2012,1
2015/2016,Regular Season,Serie A,available,23,Sampdoria,234,"[{""id"":232,""name"":""Vincenzo Montella"",""nickname"":null,""dob"":""1974-06-18"",""country"":{""id"":112,""name"":""Italy""}}]",241,Torino,"[{""id"":710,""name"":""Gian Piero Ventura\t"",""nickname"":null,""dob"":""1948-01-14"",""country"":{""id"":112,""name"":""Italy""}}]",387,261,false,false,Italy,2015/2016,1
2015/2016,Regular Season,Serie A,available,36,Sassuolo,232,"[{""id"":107,""name"":""Eusebio Di Francesco"",""nickname"":null,""dob"":""1969-09-08"",""country"":{""id"":112,""name"":""Italy""}}]",226,Hellas Verona,"[{""id"":664,""name"":""Luigi Delneri"",""nickname"":null,""dob"":""1950-08-23"",""country"":{""id"":112,""name"":""Italy""}}]",383,256,false,false,Italy,2015/2016,1
2008/2009,Regular Season,La Liga,available,21,Racing Santander,1217,"[{""id"":2,""name"":""Juan Ramón López Muñiz"",""nickname"":""Juan Muñiz"",""dob"":""1968-11-02"",""country"":{""id"":214,""name"":""Spain""}}]",217,Barcelona,"[{""id"":36,""name"":""Josep Guardiola i Sala"",""nickname"":""Pep Guardiola"",""dob"":""1971-01-18"",""country"":{""id"":214,""name"":""Spain""}}]",4636,222,false,false,Spain,2008/2009,1
2019/2020,Regular Season,La Liga,available,34,Villarreal,222,"[{""id"":182,""name"":""Javier Calleja Revilla"",""nickname"":""Javi Calleja"",""dob"":""1978-05-12"",""country"":{""id"":214,""name"":""Spain""}}]",217,Barcelona,"[{""id"":238,""name"":""Enrique Setién Solar"",""nickname"":""Quique Setién"",""dob"":""1958-09-27"",""country"":{""id"":214,""name"":""Spain""}}]",361,,false,false,Spain,2019/2020,1
2018/2019,Regular Season,FA Women's Super League,available,14,West Ham United LFC,972,"[{""id"":139,""name"":""Matt Beard"",""nickname"":null,""dob"":""1978-01-09"",""country"":{""id"":68,""name"":""England""}}]",746,Manchester City WFC,"[{""id"":30,""name"":""Nick Cushing"",""nickname"":null,""dob"":""1984-11-09"",""country"":{""id"":68,""name"":""England""}}]",4062,569,false,false,England,2018/2019,1
2020/2021,Regular Season,FA Women's Super League,available,18,Manchester City WFC,746,"[{""id"":5115,""name"":""Gareth Taylor"",""nickname"":null,""dob"":""1973-02-25"",""country"":{""id"":249,""name"":""Wales""}}]",974,Reading WFC,"[{""id"":144,""name"":""Kelly Chambers"",""nickname"":null,""dob"":""1986-01-11"",""country"":{""id"":68,""name"":""England""}}]",99,893,false,false,England,2020/2021,1
2015/2016,Regular Season,Ligue 1,available,13,Marseille,147,"[{""id"":505,""name"":""José Miguel González Martín del Campo"",""nickname"":""Míchel"",""dob"":""1963-03-23"",""country"":{""id"":214,""name"":""Spain""}}]",136,OGC Nice,"[{""id"":381,""name"":""Claude Puel"",""nickname"":null,""dob"":""1961-09-02"",""country"":{""id"":78,""name"":""France""}}]",656,100,false,false,France,2015/2016,1
2015/2016,Regular Season,La Liga,available,11,Barcelona,217,"[{""id"":793,""name"":""Luis Enrique Martínez García"",""nickname"":""Luis Enrique"",""dob"":""1970-05-08"",""country"":{""id"":214,""name"":""Spain""}}]",222,Villarreal,"[{""id"":211,""name"":""Marcelino García Toral"",""nickname"":""Marcelino"",""dob"":""1965-08-14"",""country"":{""id"":214,""name"":""Spain""}}]",342,1008,false,false,Spain,2015/2016,1
2019/2020,Regular Season,La Liga,available,23,Real Betis,218,"[{""id"":677,""name"":""Joan Francesc Ferrer Sicilia"",""nickname"":""Rubí"",""dob"":""1970-02-05"",""country"":{""id"":214,""name"":""Spain""}}]",217,Barcelona,"[{""id"":238,""name"":""Enrique Setién Solar"",""nickname"":""Quique Setién"",""dob"":""1958-09-27"",""country"":{""id"":214,""name"":""Spain""}}]",352,,false,false,Spain,2019/2020,1
2015/2016,Regular Season,Ligue 1,available,26,Nantes,144,"[{""id"":438,""name"":""Michel Der Zakarian"",""nickname"":null,""dob"":""1963-02-18"",""country"":{""id"":12,""name"":""Armenia""}}]",165,Lorient,"[{""id"":2983,""name"":""Sylvain Ripoll"",""nickname"":null,""dob"":""1971-08-15"",""country"":{""id"":78,""name"":""France""}}]",161,100,false,false,France,2015/2016,1
2016/2017,Regular Season,La Liga,available,38,Barcelona,217,"[{""id"":793,""name"":""Luis Enrique Martínez García"",""nickname"":""Luis Enrique"",""dob"":""1970-05-08"",""country"":{""id"":214,""name"":""Spain""}}]",322,Eibar,"[{""id"":221,""name"":""José Luis Mendilibar Etxebarria"",""nickname"":""José Luis Mendilibar"",""dob"":""1961-03-14"",""country"":{""id"":214,""name"":""Spain""}}]",342,,false,false,Spain,2016/2017,1
2018,Regular Season,NWSL,available,17,OL Reign,760,"[{""id"":141,""name"":""Vlatko Andonovski"",""nickname"":null,""dob"":""1976-09-14"",""country"":{""id"":241,""name"":""United States of America""}}]",759,Washington Spirit,"[{""id"":131,""name"":""James Gabarra"",""nickname"":null,""dob"":""1959-09-22"",""country"":{""id"":241,""name"":""United States of America""}}]",244,155,false,false,United States of America,2018,1
2015/2016,Regular Season,Ligue 1,available,15,Angers,145,"[{""id"":301,""name"":""Stéphane Moulin"",""nickname"":null,""dob"":""1967-08-04"",""country"":{""id"":78,""name"":""France""}}]",143,Lille,"[{""id"":24,""name"":""Frédéric Antonetti"",""nickname"":null,""dob"":""1961-08-19"",""country"":{""id"":78,""name"":""France""}}]",153,90,false,false,France,2015/2016,1
2015/2016,Regular Season,Serie A,available,3,Sassuolo,232,"[{""id"":107,""name"":""Eusebio Di Francesco"",""nickname"":null,""dob"":""1969-09-08"",""country"":{""id"":112,""name"":""Italy""}}]",228,Atalanta,"[{""id"":3567,""name"":""Edoardo Reja"",""nickname"":null,""dob"":""1945-10-10"",""country"":{""id"":112,""name"":""Italy""}}]",383,252,false,false,Italy,2015/2016,1
2022,Group Stage,UEFA Women's Euro,available,3,WNT Finland,920,"[{""id"":753,""name"":""Anna Signeul"",""nickname"":null,""dob"":""1961-05-20"",""country"":{""id"":220,""name"":""Sweden""}}]",857,Germany Women's,"[{""id"":53,""name"":""Martina Voss-Tecklenburg"",""nickname"":null,""dob"":""1967-12-22"",""country"":{""id"":85,""name"":""Germany""}}]",25,1006663,false,true,Europe,2022,1
2019,Regular Season,Women's World Cup,available,1,Germany Women's,857,"[{""id"":53,""name"":""Martina Voss-Tecklenburg"",""nickname"":null,""dob"":""1967-12-22"",""country"":{""id"":85,""name"":""Germany""}}]",1207,China PR Women's,"[{""id"":3955,""name"":""Xiuquan Jia"",""nickname"":""Jia Xiuquan"",""dob"":""1963-11-09"",""country"":{""id"":46,""name"":""China""}}]",166,1627,false,true,International,2019,1
2015/2016,Regular Season,Serie A,available,30,Torino,241,"[{""id"":710,""name"":""Gian Piero Ventura\t"",""nickname"":null,""dob"":""1948-01-14"",""country"":{""id"":112,""name"":""Italy""}}]",224,Juventus,"[{""id"":181,""name"":""Massimiliano Allegri"",""nickname"":null,""dob"":""1967-08-11"",""country"":{""id"":112,""name"":""Italy""}}]",390,419,false,false,Italy,2015/2016,1
2015/2016,Regular Season,La Liga,available,1,Athletic Club,215,"[{""id"":227,""name"":""Ernesto Valverde Tejedor"",""nickname"":""Ernesto Valverde"",""dob"":""1964-02-09"",""country"":{""id"":214,""name"":""Spain""}}]",217,Barcelona,"[{""id"":793,""name"":""Luis Enrique Martínez García"",""nickname"":""Luis Enrique"",""dob"":""1970-05-08"",""country"":{""id"":214,""name"":""Spain""}}]",345,,false,false,Spain,2015/2016,1
2015/2016,Regular Season,Ligue 1,available,17,Stade de Reims,156,"[{""id"":2936,""name"":""Olivier Guégan"",""nickname"":null,""dob"":""1972-08-20"",""country"":{""id"":78,""name"":""France""}}]",133,Troyes,,232,77,false,false,France,2015/2016,1
2019/2020,Regular Season,FA Women's Super League,available,6,Tottenham Hotspur Women,749,"[{""id"":791,""name"":""Karen Hills"",""nickname"":null,""dob"":""1975-05-05"",""country"":{""id"":68,""name"":""England""}}]",968,Arsenal WFC,"[{""id"":31,""name"":""Joseph Montemurro"",""nickname"":null,""dob"":""1969-09-13"",""country"":{""id"":14,""name"":""Australia""}}]",600,937,false,false,England,2019/2020,1
2015/2016,Regular Season,1. Bundesliga,available,10,Hoffenheim,175,"[{""id"":59,""name"":""Markus Gisdol"",""nickname"":null,""dob"":""1969-08-17"",""country"":{""id"":85,""name"":""Germany""}}]",171,Hamburger SV,"[{""id"":446,""name"":""Bruno Labbadia"",""nickname"":null,""dob"":""1966-02-08"",""country"":{""id"":85,""name"":""Germany""}}]",4541,225,false,false,Germany,2015/2016,1
2015/2016,Regular Season,Serie A,available,28,Atalanta,228,"[{""id"":3567,""name"":""Edoardo Reja"",""nickname"":null,""dob"":""1945-10-10"",""country"":{""id"":112,""name"":""Italy""}}]",224,Juventus,"[{""id"":181,""name"":""Massimiliano Allegri"",""nickname"":null,""dob"":""1967-08-11"",""country"":{""id"":112,""name"":""Italy""}}]",4954,265,false,false,Italy,2015/2016,1
2022,Group Stage,FIFA World Cup,available,3,Netherlands,941,"[{""id"":788,""name"":""Louis van Gaal"",""nickname"":null,""dob"":""1951-08-08"",""country"":{""id"":160,""name"":""Netherlands""}}]",3566,Qatar,"[{""id"":5710,""name"":""Félix Sánchez Bas"",""nickname"":""Félix Sánchez"",""dob"":""1975-12-13"",""country"":{""id"":214,""name"":""Spain""}}]",1001113,736,false,true,International,2022,1
2015/2016,Regular Season,Premier League,available,21,Newcastle United,37,"[{""id"":40,""name"":""Steve McClaren"",""nickname"":null,""dob"":""1961-05-03"",""country"":{""id"":68,""name"":""England""}}]",39,Manchester United,"[{""id"":788,""name"":""Louis van Gaal"",""nickname"":null,""dob"":""1951-08-08"",""country"":{""id"":160,""name"":""Netherlands""}}]",4674,6,false,false,England,2015/2016,1
2015/2016,Regular Season,La Liga,available,36,Atlético Madrid,212,"[{""id"":230,""name"":""Diego Pablo Simeone"",""nickname"":""Diego Simeone"",""dob"":""1970-04-28"",""country"":{""id"":11,""name"":""Argentina""}}]",360,Rayo Vallecano,"[{""id"":220,""name"":""Francisco Jémez Martín"",""nickname"":""Paco Jémez"",""dob"":""1970-04-18"",""country"":{""id"":214,""name"":""Spain""}}]",625,2625,false,false,Spain,2015/2016,1
2019/2020,Regular Season,La Liga,available,38,Deportivo Alavés,206,"[{""id"":2,""name"":""Juan Ramón López Muñiz"",""nickname"":""Juan Muñiz"",""dob"":""1968-11-02"",""country"":{""id"":214,""name"":""Spain""}}]",217,Barcelona,"[{""id"":238,""name"":""Enrique Setién Solar"",""nickname"":""Quique Setién"",""dob"":""1958-09-27"",""country"":{""id"":214,""name"":""Spain""}}]",348,,false,false,Spain,2019/2020,1
2015/2016,Regular Season,Serie A,available,4,Atalanta,228,"[{""id"":3567,""name"":""Edoardo Reja"",""nickname"":null,""dob"":""1945-10-10"",""country"":{""id"":112,""name"":""Italy""}}]",226,Hellas Verona,"[{""id"":4071,""name"":""Andrea Mandorlini"",""nickname"":null,""dob"":""1960-07-17"",""country"":{""id"":112,""name"":""Italy""}}]",4954,267,false,false,Italy,2015/2016,1
2015/2016,Regular Season,La Liga,available,7,Celta Vigo,209,"[{""id"":385,""name"":""Manuel Eduardo Berizzo"",""nickname"":""Eduardo Berizzo"",""dob"":""1969-11-13"",""country"":{""id"":11,""name"":""Argentina""}}]",216,Getafe,"[{""id"":509,""name"":""Francisco Escriba Segura"",""nickname"":""Fran Escribá"",""dob"":""1965-05-03"",""country"":{""id"":214,""name"":""Spain""}}]",653,2419,false,false,Spain,2015/2016,1
